espacio_cultural_id,provincia_id,localidad_id,observaciones,ID MA-MUSEOS_AR-OSM,provincia,localidad,Wikidata,Wikipedia,Commons,ID OSM,Orbita?,Oranismo del que depende,catálogo,latitud,longitud,nombre,direccion,codigo_postal,codigo_indicativo_telefono,telefono,mail,web,fuente,juridisccion,anio_de_creacion,descripcion_de_patrimonio,anio_de_inauguracion,Horarios,Otros datos,
300235,02,02000010,,MA-MUSEOS_AR-OSM-0260,CABA,CABA,Q53845031,,,node/1295503813,Museo Nacional,DNM,No,-34.5876,-58.3954,Museo Roca - Instituto de Investigaciones Históricas,Vicente López 2220,C1128ACJ,,+54 11 4803-2798,,https://museoroca.cultura.gob.ar/,propios,Nacional,1961,"Documentos y objetos referidos a la vida y obra del General Julio A. Roca y a la generación del 80, y especialmente al período de la conquista del desierto. Iconografía, oplotecología, medallística. Biblioteca",1964,,,
300236,02,02000010,,MA-MUSEOS_AR-OSM-0261,CABA,CABA,Q64658366,,File:Museo del Banco Central.jpg,node/6439099721,,,,-34.6066,-58.3712,Museo Histórico y Numismático del Banco de la Nación Argentina,Bartolomé Mitre 326,C1036AAF,,+54 11 4347-6277,,,,Nacional,1969,"Historia bancaria e institucional. Monetario y colección de papel moneda argentinos (nacionales, provinciales y privados), emisiones coloniales de Potosí. Medallística, mobiliario, iconografía.(1565-1990)",1966,,,
300237,02,02000010,,MA-MUSEOS_AR-OSM-0262,CABA,CABA,Q64764388,,,node/4293917798,,,,-34.5996,-58.384,"Museo Judío de Buenos Aires ""Dr. Salvador Kibrick""",Libertad 769,C1012AAO,,+54 11 4123 0832,contacto@museojudio.org.ar,http://museojudio.org.ar/,,Privada,1970,"Documentos sobre la colonización judía, la congregación israelita de la república argentina año 1862 y escritores y hombres públicos argentinos de origen judío. Antiguos objetos de culto. Prensa judía de distintos paises. Manuscritos de Alberto Gerchunof",1967,,,
300238,02,02000010,,MA-MUSEOS_AR-OSM-0263,CABA,CABA,,,,,,,,-34.5978,-58.3975,"Museo de la Farmacia ""Dra. Rosa D'Alessio de Carnevale Bonino""",Junín 956,C1113AAD,,+54 11 49648200,,,,Nacional,1970,"Objetos de los siglos XVIII, XIX y principios de XX, pertenecientes a antiguas farmacias y laboratorios de química y bioquímica: frascos, potes, medicamentos, alambiques, recetarios, fotografías, etc. Biblioteca especializada.",1970,,"Validar duplicado con Museo de Fármacobotánica ""Juan A. Domínguez""",
300239,02,02000010,,MA-MUSEOS_AR-OSM-0264,CABA,CABA,Q17623075,,File:Museo Nacional Ferroviario Raúl Scalabrini Ortiz (11).JPG,node/247464344,,,,-34.59,-58.3795,Museo Nacional Ferroviario “Raúl Scalabrini Ortiz”,Avda. del Libertador San Martín 405,C1104AJN,,+54 11 4318-3343,museoferroviario@adifse.com.ar,https://www.argentina.gob.ar/museoferroviario,,Nacional,1969,"Material vinculado con el sistema ferroviario nacional: vehículos, telefonía, faroles, uniformes, mobiliario, maquetas, etc. Correspondientes a la segunda mitad del siglo XIX  al siglo XX.",1971,,,
300240,02,02000010,,MA-MUSEOS_AR-OSM-0265,CABA,CABA,Q65482215,,,node/6439722697,,,,-34.6089,-58.3717,Museo Histórico de la AFIP,Hipólito Yrigoyen 370,C1086AAD,,+54 11 4347-2396,museo@afip.gov.ar,,propios,23,,"Objetos relacionados con la historia y el presente en materia impositiva nacional y en algunos aspectos, internacional: documentos, máquinas impresoras, mobiliario, medallística, falsificaciones.",1974,,,
300241,02,02000010,,MA-MUSEOS_AR-OSM-0266,CABA,CABA,,,,,,,,-34.6041,-58.3687,Museo De Telecomunicaciones,Sarmiento 151,C1041AAC,,+54 11 43479461,,,,Nacional,1975,"Telegrafía, telefonía, transmisión de señales, radios, siglo XIX hasta el XX. Televisión, informática.",1978,,Validar datos,
300242,02,02000010,,MA-MUSEOS_AR-OSM-0267,CABA,CABA,Q65482510,,,node/6439743718,,,,-34.597304,-58.398227,"Museo y centro de estudios Históricos de la Facultad de Odontología de Buenos Aires ""Prof. Dr. Orestes Walter Siutti""",Marcelo T. de Alvear 2142,C1122AAH,,+54 11 4964-1271,postmast@legal.odon.uba.ar,,propios,Nacional,1980,"Objetos de odontología en general: muebles y gabinetes dentales, aparatos, instrumental, equipos, piezas anatómicas, manuscritos, documentos, diplomas, principalmente del siglo pasado y principios del actual.",1980,,,
300243,02,02000010,,MA-MUSEOS_AR-OSM-0268,CABA,CABA,Q50351269,,,node/4455356796,Museo Nacional,DNM,No,-34.5666,-58.4462,Museo Nacional del Hombre,3 de Febrero 1370/78,C1426BJN,,+54 11 47836554,museo@bibapl.edu.ar,https://museodelhombre.cultura.gob.ar/,propios,Nacional,,"Arqueología argentina y sudamericana, etnografía argentina, sudamericana, africana. Artesanías tradicionales argentinas, latinoamericanas, africanas, européas y asiáticas. Cuenta con un patrimonio de más de 5000 piezas en permanente crecimiento.",1981,,,
300244,02,02000010,,MA-MUSEOS_AR-OSM-0269,CABA,CABA,Q65483033,,,node/6439749320,,,,-34.5914,-58.3915,Museo Notarial Argentino,Avda. Callao 1542,C1024AAO,,+54 11 4809-7000,comunicacioninstitucional@colegio-escribanos.org.ar,http://www.museonotarial.org.ar:8080/museo/home.do,propios,Privada,,"Documentos y actas notariales en las que ha quedado documentada la historia y evolución del instrumento notarial; fotografías, medallística, premios, etc. Testimonios de venta de esclavos, y documentos de la época de la independencia.",1981,,,
300245,02,02000010,,MA-MUSEOS_AR-OSM-0270,CABA,CABA,Q65483103,,,node/6439751574,,,,-34.651063,-58.423712,Museo Manoblanca,Tabaré 1371,C1437FHG,,+54 11 4918-9448,,,,Privada,1983,Historia del barrio de Pompeya y su relación con el poeta Homero Manzi. Colección de fileteados de Leon Untroib y otros. Colecciones de arte relacionadas con el barrio y objetos antiguos.,1983,,,
300246,02,02000010,,MA-MUSEOS_AR-OSM-0271,CABA,CABA,Q65483176,,,node/6439756188,,,,-34.6043,-58.3719,"Archivo y Museo Históricos del Banco de la Provincia de Buenos Aires ""Dr. Arturo Jauretche""",Sarmiento 362,C1041AAH,,+54 11 4331-1775,bpmuseo@bapro.com.ar,www.bapro.com.ar/museo,,Provincial,1903,"Documentos del banco desde 1822 hasta 1955. Numismática, cuños, planchas, clisés, muestras, medallística, máquinas impresoras, mobiliario y objetos relacionados con la historia de la institución.",1984,,,
300247,02,02000010,,MA-MUSEOS_AR-OSM-0272,CABA,CABA,Q65483231,,,node/6439758501,,,,-34.58028,-58.375036,Museo Histórico de la Gendarmería Nacional,Avda. Presidente Ramón S. Castillo 788,C1104AMT,,+54 11 4310-2642,,https://prensagendarmeria.gob.ar/museo,,Nacional,1988,"Efectos utilizados por gendarmería desde su creación, entre ellos: uniformes, armas, medios de transportes, comunicaciones, etc. Colección de armas clásicas y de uniformes de otras fuerzas extranjeras similares",1985,,,
300248,02,02000010,,MA-MUSEOS_AR-OSM-0273,CABA,CABA,Q65483289,,,node/6439760480,,,,-34.5871,-58.3918,Museo Participativo de Ciencias,"Junín 1930, 1°",C1113AAX,,+54 11 4806-3456,info@mpc.org.ar,,,Privada,1990,"Aparatos y equipos para la demostración de fenómenos físicos y químicos, así como la comprobación práctica de conceptos matemáticos, con la participación activa de los niños.",1988,,,
300249,02,02000010,,MA-MUSEOS_AR-OSM-0274,CABA,CABA,Q65483342,,,node/6439763537,,,,-34.5885,-58.396,Museo de Ciencia y Técnica,Avenida Las Heras 2214,C1127AAR,,+54 11 525-0344,museo@fi.uba.ar,http://www.fi.uba.ar/es/node/170,,Nacional,1992,"Colecciones que muestran los distintos aspectos de la ingeniería, incluyendo las ciencias básicas. Elementos de agrimensura y geodesia, ingeniería ferroviaria e hidráulica, física, matemática, computación, etc.",1991,,,
300250,02,02000010,,MA-MUSEOS_AR-OSM-0275,CABA,CABA,Q65483381,,,node/6415320311,,,,-34.5948,-58.4078,Museo Xul Solar,Laprida 1212,C1425EKF,,+54 11 48243302,xulsolar@ciudad.com.ar,,,Privada,1986,"Obras, inventos, objetos personales, publicaciones, documentos, juegos, títeres, etc., que pertenecieron al artista Oscar Agustín Alejandro Schulz Solari.",1993,,,
300251,02,02000010,,MA-MUSEOS_AR-OSM-0276,CABA,CABA,Q98081041,,,node/7786112965,,,,-34.63723,-58.40709,Museo Dr. Genaro Giacobini,Av. Caseros 3079,C1264AAK,,+54 9 11 3157-8002,museodrgenarogiacobini@gmail.com,,,Privada,,,,,,
300252,02,02000010,,MA-MUSEOS_AR-OSM-0277,CABA,CABA,Q64764396,,File:Museo_del_agua_y_de_la_historia_sanitaria_001.jpg,node/5850576502,,,,-34.600313,-58.394982,Museo del agua y de la historia sanitaria,Riobamba 750,C1025ABP,,+54 11 6319-1104,museo_del_agua@aysa.com.ar,https://www.aysa.com.ar/Que-Hacemos/Concientizacion/Programa-Cultural/Museo/museo_del_agua_y_la_historia_sanitaria,,Nacional,,"Artefactos sanitarios desde 1880 a 1966, medidores de agua, grifería, etc.Documentación que se refiere al saneamiento argentino y a la construcción del palacio que oficia de sede a este museo.",1996,,,
300253,02,02000010,,MA-MUSEOS_AR-OSM-0278,CABA,CABA,Q64764217,,,way/267361471,Museo Nacional,DNM,No,-34.580678,-58.414657,Museo Evita - Instituto Nacional Eva Perón De Investigaciones Históricas,Lafinur 2988,C1425FAB,,+54 11 4807-0306,institutoevaperon@museoevita.org,,propios,Nacional,1998,Documentación y videos sobre la vida y obra de Eva Perón. Elementos personales. Documentación sobre su muerte y devolución del cadaver.,2002,,,
300254,02,02000010,,MA-MUSEOS_AR-OSM-0279,CABA,CABA,Q64764396,,,node/6439772343,,,,-34.603018,-58.433882,Museo Iser,Avenida  Dr. José María Ramos Mejía 1398,C1104AJN,,+54 11 4313-3427,,https://www.argentina.gob.ar/iser/museo,,Nacional,2004,"El edificio es patrimonio nacional (estación Retiro). Las colecciones están relacionadas con la historia del instituto superior de radiodifusión. Pionero en la formación de locutores, productores de radio y elevisión, operadores técnicos en todas sus mod",2004,,,
300255,02,02000010,,MA-MUSEOS_AR-OSM-0280,CABA,CABA,Q65483599,,,node/6439773115,,,,-34.627719,-58.470875,"Museo Histórico Vecinal de Flores ""Blanca Angélica Gandini""",Avda. Nazca 371,C1406AJC,,+54 11 4611-2607,,,,Privada,2004,"Objetos históricos referidos a los vecinos del barrio de Flores, a su fundador y a las primeras familias que habitaron el lugar. Llaves, fotografías, documentación, uniformes, escritos de un expedicionario al desierto, objetos de arte, juguetes, etc.",2004,,,
300256,02,02000010,,MA-MUSEOS_AR-OSM-0281,CABA,CABA,Q65483688,,,node/6439769968,,,,-34.599955,-58.398539,Museo de la Deuda Externa,Presidente José Evaristo Uriburu 763,C1027AAO,,+54 11 4370-6105,,,,Nacional,2007,,2005,,,
300257,02,02000010,,MA-MUSEOS_AR-OSM-0282,CABA,CABA,Q65483841,,,node/4516412371,,,,-34.586478,-58.451672,Museo Anconetani del Acordeón,Guevara 492,C1427BRJ,,+54 11 4553-9440,,http://www.anconetani.net/?q=contact,,Privada,2007,"Colección de instrumentos musicales, materiales, herramientas, fotos, documentos de archivo, objetos, inventos. Historia del acordeón en Argentina, su incidencia en el desarrollo de la música en el país.",2005,,,
300258,02,02000010,,MA-MUSEOS_AR-OSM-0283,CABA,CABA,Q63907036,es.wikipedia.org/wiki/Colección_de_Arte_Amalia_Lacroze_de_Fortabat,File:Museo Fortabat II.jpg,way/53638821,,,,-34.599619,-58.364956,"Colección de Arte ""Amalia Lacroze De Fortabat""",Olga Cossettini 141,C1107CCC,,+54 11 4310-6600,,,,Privada,,"La colección presenta obras de arte argentino desde el siglo XIX hasta la actualidad, y un sector destacado con obras de artistas internacionales del siglo XVI hasta el XX seleccionadas por la fundadora. Objetos de la antigüedad egipcia y griega",2008,,,
300259,02,02000010,,MA-MUSEOS_AR-OSM-0284,CABA,CABA,Q63904885,,,way/123963300,,,,-34.605057,-58.361448,Museo del Humor - MUHU,Avenida  de Los Italianos 851,C1107BLF,,+54 11 4516-0944,,,,Gobierno de la Ciudad,2012,"El museo fue creado para preservar el patrimonio del humor gráfico y reunir las obras de los grandes maestros del dibujo, la ilustración y la caricatura, que podrán contar con un lugar donde exponer sus obras, así como también las nuevas generaciones, co",2012,,,
,,,,MA-MUSEOS_AR-OSM-0285,CABA,CABA,,,,node/5991452317,,,,,,Museo de Maquetas FADU - UBA,"Avenida Ciudad Universitaria, /pabellón III, Piso 1o",C1428EGA,,+54 11 4952 7612,,,,,,Más de 480 maquetas representan a los maestros del siglo XX.,,,,
,,,,MA-MUSEOS_AR-OSM-0286,CABA,CABA,Q5047856,,,way/98897634,Museo Nacional,DNM,No,-34.5976111,-58.3944593,Casa Nacional del Bicentenario,Avenida Riobamba 985,,,+54 11 4813 0301,,https://casadelbicentenario.cultura.gob.ar/,propios,,,,,,,
,,,,MA-MUSEOS_AR-OSM-0287,CABA,CABA,Q65483961,,,node/6049539349,,,,-34.6279263,-58.455834,Museo Barrio de Flores,Avenida Ramón Falcon 1893,,,,hola@museobarriodeflores.com.ar,http://www.museobarriodeflores.com.ar,,Municipal,,,,,,
,,,,MA-MUSEOS_AR-OSM-0288,CABA,CABA,Q16563935,,,way/53183874,,,,-34.5381495,-58.4628941,Espacio memoria y derechos humanos,Avenida del Libertador 8151,C1429BN,,+54 11 4702-9920,,,,,,"Instaurado en la Ex Escuela de Mecánica de la Armada, un centro de detención clandestino durante la última dictadura argentina, se presenta como un espacio de reconocimiento a las víctimas, y de condena a los crímenes de lesa humanidad.",,,,
,,,,MA-MUSEOS_AR-OSM-0289,CABA,CABA,Q65484881,,,node/5987887400,,,,-34.6056252,-58.4728041,Museo el templo del fútbol,Avenida Gavilán 2151,C1416ACS,,+54114586-0620,museo@argentinosjuniors.com.ar,https://www.argentinosjuniors.com.ar/el-club/museo/,,Privada,,"Debajo de las tribunas del estadio de la Asociación Atlética Argentinos Juniors se encuentra uno de los espacios que representa la identificación de un barrio porteño con la pasión futbolera. Objetos históricos, trofeos y pergaminos de varias época.",,,,
,,,,MA-MUSEOS_AR-OSM-0290,CABA,CABA,Q6033856,es:Museo de Arte Contemporáneo de Buenos Aires,File:Museo de Arte Contemporáneo de Buenos Aires.jpg,way/673011807,,,,-346.218.288,-58.370.748,Museo de Arte Contemporáneo de Buenos Aires,Avenida  San Juan 328,C1147AAO,,+54 11 5263-9988,,,propios,Privada,2010,"El MACBA tiene por misión adquirir, conservar, investigar, documentar, comunicar y exhibir el arte contemporáneo nacional e internacional.",,,,
,,,,MA-MUSEOS_AR-OSM-0291,CABA,CABA,Q65484512,,,way/120102412,,,,-34.5463884,-58.4484543,Museo River Plate,Avenida Presidente Figueroa Alcorta 7549,C1424BCL,,+54 11 4789-1156,,,propios,Privado,,,,,,
,,,,MA-MUSEOS_AR-OSM-0292,CABA,CABA,Q63900366,,,node/6444261165,,,,"-34,6102062","-58,3717266",Museo Franciscano 'Monseñor Fray José María Bottaro',Avenida Adolfo Alsina 380,C1087AAB,,+54 11 4331-0625,museofranciscano@argentina.com,,,Privado,,Contiene piezas de alta calidad artística y de gran valor histórico que documentan el arte y la cultura Franciscana a través de los siglos.,,,,
,,,,MA-MUSEOS_AR-OSM-0293,CABA,CABA,Q65484950,,,node/4177131240,,,,-34.5629374,-58.4707076,Museo Ana Frank,Avenida Superí 2647,C1430FED,,+54 11 3533-8505,argentina@annefrank.nl,,,Provincial,,El museo desarrolla muestras que permiten abordar la educación orientada a la promoción de derechos humanos y no discriminación. El material en exposición ha sido realizado en cooperación con la Fundación Ana Frank de Holanda.,,,,
,,,,MA-MUSEOS_AR-OSM-0294,CABA,CABA,Q65485165,,,node/5988013429,,,,-34.5359474,-58.4661465,Museo archivo tecno educativo 'Lorenzo Raggio',Avenida del Libertador 8635,C1429BNS,,+54 11 4701-1791,,,,Privado,,"La sala principal y el hall central contienen elementos, máquinas, documentos y fotografías que reflejan la historia de las Escuelas Técnicas Raggio",,,,
,,,,MA-MUSEOS_AR-OSM-0295,CABA,CABA,Q6815684,,,relation/3670045,,,,-34.5395029,-58.4410831,Parque de la Memoria,Avenida Costanera Norte Rafael Obligado 6745,C1428EIS,,+54 11 4780-5818,parquedelamemoria@buenosaires.gob.ar,http://parquedelamemoria.org.ar,,,,,,,No es un museo,
,,,,MA-MUSEOS_AR-OSM-0296,CABA,CABA,Q20639610,es:Museo del Libro y de la Lengua,File:Museo del Libro y la Lengua 40.JPG,way/261439793,,,,-34.5851599,-58.399405,Museo del libro y de la lengua,Avenida  Las Heras 2555,C1425EID,,+54 11 4808 0090,museodellibro@bn.gov.ar,https://www.bn.gov.ar/biblioteca/museo,,,2011,"El Museo del libro y de la lengua, que abrió sus puertas en 2011, está pensado como un recorrido por la cultura nacional, por la experiencia de nuestra condición de hablantes y lectores. ",,,,
,,,,MA-MUSEOS_AR-OSM-0297,CABA,CABA,Q65486199,,,node/3641685691,,,,-34.571818,-58.4401168,Museo Profesor Miguel Ángel Fernández,Avenida Cabildo 381,C1426AAD,,+54 11 4576-5576,museo@ign.gob.ar,,,,,,,,,
,,,,MA-MUSEOS_AR-OSM-0298,CABA,CABA,Q65486205,,,node/4619155089,,,,-34.6394412,-58.3636511,Museo Conventillo 'Marjan Grum',Avenida General José Garibaldi 1429,C1167ACC,,,,,,,,,,,,
,,,,MA-MUSEOS_AR-OSM-0299,CABA,CABA,Q16609930,es:Museo de Informática de la República Argentina,File:Museo de informática (frente).JPG,node/6160235679,,,,-34.5964433,-58.3774819,Museo de Informática,Avenida Marcelo T. de Alvear 740,,,+54 011 4312-6845,,,,Privado,,"Es el primer Museo de Informática de nuestro país y la exhibición de equipos informáticos históricos favorece la enseñanza a través de objetos reales y operativos, brindando una oportunidad única al público en general, estudiantes y profesionales.",,,,
,,,,MA-MUSEOS_AR-OSM-0300,CABA,CABA,Q65486229,,,node/5981929851,,,,-34.6065664,-58.3900664,Museo del Audífono,Avenida Teniente General Juan Domingo Perón 1647,C1037ACD,,+54 11 4382-9068,jorgebek@yahoo.com.ar,http://www.museodelaudifono.com.ar/,,Privado,,"Su colección cuenta con más de 500 piezas, con aparatología diversa en su conjunto, hallando audífonos del siglo pasado, -a carbón, a válvula, solar, de caja, etc.- incluyendo asimismo modelos actuales.",,,,
,,,,MA-MUSEOS_AR-OSM-0301,CABA,,,,,,,,,,,Museo de meteorología y oceanografía “El tiempo en el tiempo” (UBA),Avenida Intendente Güiraldes 2160,C1428EGA,,54 11 4576.3300 INT. 283,extension@.at.fcen.uba.ar,,,,,"Museo que repasa la historia de la meteorología y oceanografía desde su comienzo hasta la actualidad. Exhibe una línea del tiempo, cartas meteorológicas, imágenes satelitales, maquetas e instrumentos meteorológicos, los cuales están a disposición de alumnos y docentes de la especialidad y para los visitantes.",,,,
,,,,MA-MUSEOS_AR-OSM-0302,CABA,,,,,,,,,,,Museo de Maquinarias Agrícolas,,,,,,https://www.agro.uba.ar/catedras/maquinaria_agricola/museo,,,,,,,,
300020,10,10021020,,MA-MUSEOS_AR-OSM-0303,Catamarca,Andalgala,,,,,,,,-27.575748,-66.32354,Museo Mineralógico Y Folklórico Municipal,San Martín y Schmidt,4740,,,,,,Municipal,,"Colección variada de minerales y vestimenta de gaucho, instrumentos musicales, herramientas de labranza y utensilios de la vida cotidiana.",,,,
300021,10,10021020,,MA-MUSEOS_AR-OSM-0304,Catamarca,Andalgala,,,,,,,,-27.58347,-66.315951,Museo Arqueológico Provincial Samuel Alejandro Lafone Quevedo,Pérez de Zurita 640,K4740BKL,03835,4422381,,,,Provincial,1968,"Arqueología del período agro-alfarero: temprano, medio y tardío (1200-1800 D.C.). Materiales Condor Huasi, Ciénaga, Aguada, Shiquimil, San José, Halfin, Belén, Santa María, Sanagasta, Andalgalá, Inca, Yocavi, Famabalasto, Caspischango y Colonial.",1968,,,
300022,10,10021020,,MA-MUSEOS_AR-OSM-0305,Catamarca,Andalgalá,,,,,,,,-27.575748,-66.32354,Museo Mineralógico Municipal Francisco Vera,Pérez de Zurita s/n Ciudad de Andalgalá.,4740,,,,,,Municipal,,Colección variada de minerales del departamento.,,,,
300023,10,10021020,,MA-MUSEOS_AR-OSM-0306,Catamarca,Andalgalá,,,,,,,,-27.575748,-66.32354,Museo De Sitio Muschaka. Complejo Turístico Minero,Choya Andalgalá,4740,,,,,,Municipal,,"Muschaka fue un complejo minero que desarrolló una intensa actividad entre los años 1902 y 1914, siendo sede de una empresa multinacional (Cooper Company),  que fundía mineral de cobre extraído de los Cerros de Minas Capillitas. En este sitio se pueden a",,,,
300025,10,10028010,,MA-MUSEOS_AR-OSM-0307,Catamarca,Antofagasta de la Sierra,,,,,,,,-29.319132,-65.056913,Museo Mineralógico De La Puna,Avenida  San Martín S/n,4705,,,,,,Privada,,"Minerales del departamento de Antofagasta de la Sierra -de salares, volcanes y canteras de mármol- y del resto de la provincia de Catamarca y del país; posee ocho vitrinas donde se albergan los cristales más delicados y las muestras más pequeñas, también",,,,
300026,10,10028010,,MA-MUSEOS_AR-OSM-0308,Catamarca,Antofagasta de la Sierra,,,,,Museo Nacional,DNM,No,-26.036968,-67.438246,Museo Del Hombre,Plaza 9 de Julio,4705,,,,,propios,Municipal,2001,"Colecciones arqueológicas provenientes de investigaciones sistemáticas realizadas en el área y de donaciones de pobladores, objetos históricos donados por pobladores.",,,,
300058,10,10035020,,MA-MUSEOS_AR-OSM-0309,Catamarca,Belén,,,,,,,,-27.646092,-67.035558,Museo Arqueológico Provincial Cóndor Huasi,"San Martín 310. Galería Misael, Planta Alta",K4750BXH,,,,,,Provincial,1948,El museo cuenta con una colección de mas de 3000 objetos arqueológicos procedentes de distintas localidades del departamento Belén representativos del proceso cultural desde el período Pre-cerámico hasta el Incaico y Colonial. Posee finos objetos confecc,1948,,,
300316,10,10035040,,MA-MUSEOS_AR-OSM-0310,Catamarca,Corral Quemado,,,,,,,,-27.152562,-66.950398,Museo Integral De Corral Quemado,Corral Quemado,4751,,,,,,Municipal,,El Museo Integral de Corral Quemado exhibe importantes piezas arqueológicas y objetos históricos de la vida cotidiana donadas por los lugareños.,,,,
300364,10,10105110,,MA-MUSEOS_AR-OSM-0311,Catamarca,Fiambalá,,,,,,,,-27.681686,-67.643215,Museo De Los Seismiles,Centro Cívico-cultural,5345,03837,496250,,,,Municipal,,"En su sala se exhiben elementos utilizados en expediciones de alta montaña -vestimenta, documentos, fotografías, herramientas, croquis. Se completa la muestra con imágenes e información de las altas cumbres del territorio Catamarqueño, que superan los 6.",,,,
300365,10,10105110,,MA-MUSEOS_AR-OSM-0312,Catamarca,Fiambalá,,,,,,,,-27.681686,-67.643215,Museo De Sitio De La Comandancia De Armas,Barrio San Pedro,5345,03837,4496016,,,,Municipal,,"Se ubica sobre la Ruta del Adobe, circuito histórico cultural de 55 km. que comienza en Tinogasta y termina en la localidad de Fiambalá. Alberga los elementos encontrados durante los trabajos de restauración y limpieza de la Comandancia de Armas, edifici",,,,
300366,10,10105110,,MA-MUSEOS_AR-OSM-0313,Catamarca,Fiambalá,,,,,,,,-27.691054,-67.620898,Museo Del Hombre,Abaucan S/n,5345,03837,4496250,direcciondeculturayeducacion@tinogasta.com.ar,,,Municipal,1997,"Colecciones antropológicas y arqueológicas de las culturas Cienaga, Aguada, Belén, Sanagasta, Santamarianas, desde el año 500 AC al 1300 DC.",1997,,,
300410,10,10035070,,MA-MUSEOS_AR-OSM-0314,Catamarca,Hualfin,,,,,,,,-27.211913,-66.835488,Museo Arqueológico De Hualfin,Calle Principal,4751,03835,4473001,,,,Municipal,,"Funciona en una sala construida en el año 2000, dentro del predio de la iglesia Nuestra Señora del Rosario de Hualfin (1770), Monumento Histórico Nacional. Las piezas que se exhiben corresponden a distintas expresiones de la cultura material, asociadas a",,,,
300444,10,10077040,,MA-MUSEOS_AR-OSM-0315,Catamarca,La Higuera,,,,,,,,-31.015767,-65.100709,Estancia Jesuítica La Candelaria,La Candelaria - departamento Cruz del Eje,X5285AEB,0351,4333425,,,,Provincial,,"Museo de sitio declarado Patrimonio Histórico de la Humanidad desde el año 2000. Objetos religiosos, arte sacro y un valioso conjunto arquitectónico del siglo XVIII.",,,,
300445,10,10077040,,MA-MUSEOS_AR-OSM-0316,Catamarca,La Higuera,,,,,,,,-31.015767,-65.100709,Museo Popular De Historia Regional Macat Henen,Calle Pública S/n,X5285AEB,,,,,,,2011,"La exposición está organizada en colecciones temáticas: alimentos de origen Americano; caracoles, entomofauna y fauna; cuadros; fotos; pueblos originarios; rincón de la escritura; rincón de la fe; rincón de los tejidos; rincón del campo; rincón del hogar",2011,,,
300579,10,10084060,,MA-MUSEOS_AR-OSM-0317,Catamarca,Mutquin,,,,,,,,-28.3262,-66.156735,Museo Arqueológico E Histótirico Municipal De Mutquin,Pje. Bicentenario S/n,5317,0383,154619465,,,,Municipal,,"Se trata de un pequeño museo con dos salas en las que se dispone la muestra principal, una sala de muestras transitorias, y dependencias administrativas y de depósito. Cuenta, hasta la fecha, con unos 500 bienes, los cuales se hallan completamente invent",,,,
300627,10,10035140,,MA-MUSEOS_AR-OSM-0318,Catamarca,Puerta de San José,,,,,,,,-27.542267,-67.015311,Museo De Puerta De San José,Puerta de San José,4751,,,,,,Municipal,,En instalaciones de la Municipalidad de Puerta de San José se exhiben un Gliptodonte y restos arqueológicos de la localidad.,,,,
300769,10,10049030,,MA-MUSEOS_AR-OSM-0319,Catamarca,San Fernando del Valle de Catamarca,,,,,,,,-28.447415,-65.756226,Museo Provincial De La Fiesta Nacional E Internacional Del Poncho,Avenida  México s/n - Predio Ferial Catamarca,4700,0383,4437564,,,,Provincial,,"Museo referido a la historia de la Fiesta Nacional e Internacional del Poncho. La exhibición remite a los diversos aspectos que dieron cuerpo a esta fiesta a partir del año 1967: artesanías, artistas, reinas, escenarios, imaginería gráfica. Se trata de l",,,,
300770,10,10049030,,MA-MUSEOS_AR-OSM-0320,Catamarca,San Fernando del Valle de Catamarca,,,,,,,,-28.4664,-65.78,Museo Arqueológico Adán Quiroga,Sarmiento 450,4700,0383,4437413,,,,Mixta: Orden Franciscana y Municipalidad de San Fernando del Valle de Catamarca.,,"Objetos de las culturas Precolombinas del Noroeste Argentino, desde el período Pre-cerámico hasta el Período Inca; objetos históricos y folclóricos.",,,,
300771,10,10049030,,MA-MUSEOS_AR-OSM-0321,Catamarca,San Fernando del Valle de Catamarca,,,,,,,,-28.467,-65.7792,Museo Esquiú,"Convento de San Francisco, Esquiú 554",4700,,,acevedosilvina@cedeconet.com.ar,,,Mixta: Orden Franciscana y Municipalidad de San Fernando del Valle de Catamarca.,,"Se exhiben objetos personales de Fray Mamerto Esquiú -orador de la Constitución Nacional-, como gasulla, solideo, vestimenta, mobiliario, entre otras cosas.",,,,
300772,10,10049030,,MA-MUSEOS_AR-OSM-0322,Catamarca,San Fernando del Valle de Catamarca,,,,,,,,-28.467328,-65.829192,Centro De Interpretación Del Pueblo Perdido,Ruta Prov. 4 Km 4,4700,,,,,,Municipal,,El Centro de Interpretación del sitio arqueológico Pueblo Perdido de la Quebrada exhibe panelería interpretativa y los hallazgos resultantes de las excavaciones de este yacimiento  representativo de la cultura Aguada con dataciones del siglo V a X de la,,,,
300773,10,10049030,,MA-MUSEOS_AR-OSM-0323,Catamarca,San Fernando del Valle de Catamarca,,,,,,,,-28.4741,-65.7783,Casa Caravatti. Museo de la Ciudad,Rivadavia 1050,4700,,,turismoycultura@sfvcatamarca.gov.ar - cultura@sfvcatamarca.gov.ar,www.sfvcatamarca.gov.ar,,Municipal,,"Este nuevo museo exhibirá en su planta baja el patrimonio histórico y religioso de la ciudad y en la planta alta un museo de arte contemporáneo, albergando la actual pinacoteca municipal. Cuenta con salas de exhibición para muestras temporales, salas con",,,,
